Student_Name,Roll_Number,Gender,Age,10th_Percentage,12th_Percentage,UG_CGPA,Backlogs_Count,Attendance_%,Technical_Skill_Score,Primary_Tech,Soft_Skill_Score,Soft_Skill_Strong_Area,Programming_Languages_Known,Projects_Count,Internships_Count,Certifications_Count,Study_Hours_per_Day,Preferred_Domain,Career_Path,Placement_Eligible,Package_LPA
Sara Reddy,R20250330,Male,23,84.03,72.81,7.68,1,77.6,36,Python,46,Project Management,5,4,0,1,1.7,AI/ML,Data Analyst,No,5.05
Diya Aggarwal,R20230331,Male,20,72.56,65.59,8.78,2,83.4,64,Python,68,Communication,5,2,1,0,2.7,Web Development,Frontend Developer,Yes,5.23
Meera Khan,R20240332,Female,21,76.37,74.67,6.47,0,81.5,83,JavaScript,63,Leadership,5,3,0,3,2.9,Mobile Development,Mobile QA,Yes,5.43
Vihaan Aggarwal,R20250333,Male,22,78.41,76.6,9.27,1,72.7,54,Java,67,Project Management,6,3,1,3,3.5,Cybersecurity,Network Engineer,Yes,6.57
Ishaan Patel,R20230334,Male,21,67.98,60.72,5.56,3,80.9,71,Java,66,Communication,5,1,0,5,2.8,Cloud Computing,SRE,Yes,8.9
Aarohi Sharma,R20240335,Male,21,85.41,87.74,9.36,1,80.6,78,JavaScript,100,Leadership,6,3,0,2,2.4,Web Development,Backend Developer,Yes,6.23
Ishaan Bose,R20250336,Male,21,72.87,74.38,6.95,0,80.3,49,Python,46,Problem-Solving,3,1,0,2,3.7,Web Development,Web Developer,Yes,4.75
Isha Mishra,R20230337,Female,24,75.71,74.54,7.11,0,82.3,57,Python,36,Project Management,3,4,2,4,3.9,Data Science,Software Developer,Yes,6.71
Muhammad Gupta,R20240338,Female,20,68.06,63.53,5.13,1,82.8,48,Python,71,Problem-Solving,6,3,0,1,0.8,AI/ML,Software Developer,No,6.07
Aarohi Singh,R20250339,Male,21,52.38,58.67,6.85,1,77.7,51,Python,60,Critical Thinking,2,2,0,2,4.1,Cloud Computing,DevOps Engineer,Yes,7.79
Vihaan Nair,R20230340,Male,22,76.09,86.02,6.15,0,94.7,43,Other,71,Leadership,2,3,0,2,2.4,Data Science,Data Analyst,Yes,6.65
Meera Patel,R20240341,Male,22,100.0,97.1,6.67,0,70.3,50,JavaScript,75,Leadership,2,0,1,1,4.7,Web Development,Frontend Developer,Yes,5.46
Aarohi Verma,R20250342,Male,22,85.85,82.18,7.24,2,74.8,87,C,85,Project Management,4,3,1,0,2.0,Data Science,ML Engineer,Yes,11.11
Diya Chowdhury,R20230343,Male,21,77.81,80.76,8.55,0,100.0,49,C,43,Leadership,3,1,2,3,1.6,Cybersecurity,Security Analyst,Yes,6.69
Aadhya Roy,R20240344,Male,19,75.37,73.22,7.65,0,71.6,66,C,58,Critical Thinking,7,3,0,5,3.6,Data Science,Data Scientist,Yes,9.64
Aditya Sheikh,R20250345,Male,23,78.22,77.38,7.77,1,68.5,56,Python,72,Leadership,2,2,1,2,5.4,Mobile Development,Mobile QA,Yes,4.43
Ananya Sharma,R20230346,Female,19,83.47,87.91,6.09,0,89.3,83,C,78,Communication,2,5,2,2,0.9,Web Development,Backend Developer,Yes,5.89
Aadhya Thakur,R20240347,Female,21,66.19,54.73,6.34,1,61.2,85,Java,99,Problem-Solving,3,2,3,2,3.8,Cybersecurity,Security Analyst,Yes,8.18
Vihaan Jha,R20250348,Male,19,89.14,97.05,9.56,1,79.6,78,JavaScript,80,Critical Thinking,4,1,2,3,3.5,AI/ML,Data Analyst,Yes,8.51
Diya Pathak,R20230349,Male,20,85.15,85.59,6.52,0,100.0,69,JavaScript,65,Critical Thinking,4,2,1,4,2.8,Web Development,Frontend Developer,Yes,5.71
Arjun Jha,R20240350,Female,21,85.18,82.71,9.39,0,66.6,60,Python,53,Problem-Solving,4,3,0,0,5.3,Cybersecurity,Software Developer,Yes,6.45
Reyansh Sheikh,R20250351,Male,21,82.38,81.84,7.11,0,62.2,45,Python,58,Problem-Solving,1,2,1,1,0.5,Data Science,ML Engineer,Yes,8.93
Krishna Khan,R20230352,Female,21,78.2,77.97,7.4,1,67.0,95,Java,57,Critical Thinking,4,1,1,0,4.1,Cybersecurity,Network Engineer,Yes,6.95
Navya Thakur,R20240353,Female,23,84.73,74.34,8.68,2,91.0,52,JavaScript,76,Problem-Solving,4,2,0,3,4.0,AI/ML,Data Analyst,Yes,8.49
Sara Jha,R20250354,Male,21,83.92,92.89,8.93,0,93.2,75,JavaScript,70,Project Management,2,2,0,0,4.2,Web Development,Frontend Developer,Yes,5.6
Aarohi Reddy,R20230355,Male,20,74.46,74.71,7.27,0,76.9,81,JavaScript,46,Problem-Solving,2,3,0,2,4.1,Cloud Computing,Software Developer,Yes,7.88
Ananya Singh,R20240356,Female,22,72.26,74.92,6.93,1,88.8,55,Java,59,Communication,3,1,0,6,3.1,Cybersecurity,Network Engineer,No,4.76
Aditya Reddy,R20250357,Male,22,79.02,84.73,7.33,0,95.9,81,Java,79,Communication,5,0,0,2,2.4,Cybersecurity,Software Developer,Yes,7.58
Sara Singh,R20230358,Female,19,93.49,87.36,7.81,0,99.9,76,C,71,Project Management,5,1,0,2,2.1,Data Science,ML Engineer,Yes,9.33
Sara Bose,R20240359,Female,21,65.61,68.45,8.47,1,79.5,92,Java,75,Problem-Solving,6,4,2,0,3.5,Web Development,Backend Developer,Yes,6.34
Meera Mishra,R20250360,Female,22,63.32,61.71,7.41,0,59.0,56,Python,72,Communication,5,0,0,1,2.8,Data Science,Data Analyst,Yes,7.26
Ananya Sharma,R20230361,Male,20,79.65,84.73,8.14,0,73.8,43,Python,90,Leadership,4,4,0,0,2.5,Cloud Computing,Cloud Engineer,Yes,8.5
Myra Das,R20240362,Female,23,78.51,65.75,9.37,0,77.7,56,Java,70,Problem-Solving,1,1,0,3,2.1,Mobile Development,Android Developer,Yes,6.12
Reyansh Thakur,R20250363,Male,20,79.73,79.14,7.86,1,79.4,67,Python,60,Project Management,4,1,1,1,2.3,Data Science,ML Engineer,Yes,9.08
Muhammad Roy,R20230364,Male,21,80.44,76.82,7.77,2,80.1,65,C,52,Problem-Solving,5,3,0,3,3.7,Data Science,Data Analyst,Yes,7.09
Krishna Das,R20240365,Female,20,75.77,78.36,5.58,2,93.2,58,C,70,Critical Thinking,4,0,0,2,2.8,Cybersecurity,Network Engineer,No,4.64
Krishna Khan,R20250366,Male,21,92.9,95.72,4.24,1,94.7,33,C,29,Critical Thinking,4,1,1,0,4.3,Cybersecurity,Software Developer,No,3.36
Krishna Chowdhury,R20230367,Female,19,61.99,57.74,7.87,1,80.3,72,C,63,Communication,2,4,1,3,1.2,Cloud Computing,DevOps Engineer,Yes,8.4
Aarav Sheikh,R20240368,Female,18,69.72,65.45,7.29,1,93.0,96,C,63,Critical Thinking,4,3,0,2,3.5,Web Development,Web Developer,Yes,5.33
Muhammad Gupta,R20250369,Male,23,76.97,76.31,6.78,1,85.6,71,Python,46,Project Management,1,3,1,4,1.6,Web Development,Software Developer,Yes,6.06
Sai Jha,R20230370,Male,19,61.57,56.19,7.69,0,82.6,74,Python,52,Communication,5,2,1,1,4.3,Data Science,ML Engineer,Yes,7.71
Myra Chowdhury,R20240371,Male,19,76.24,81.29,7.33,0,91.1,73,Other,78,Project Management,1,1,0,0,4.3,Web Development,Backend Developer,Yes,6.18
Sai Thakur,R20250372,Male,18,94.61,92.39,8.75,2,82.7,70,Python,69,Project Management,5,3,0,3,1.1,Cloud Computing,Software Developer,Yes,7.22
Myra Pathak,R20230373,Male,20,78.21,60.77,7.5,1,100.0,79,C,68,Critical Thinking,5,3,1,1,1.9,AI/ML,Software Developer,Yes,8.29
Aarav Gupta,R20240374,Female,19,80.31,78.06,6.5,0,67.6,70,Java,71,Critical Thinking,3,4,0,1,1.9,Cloud Computing,DevOps Engineer,Yes,8.98
Ishaan Singh,R20250375,Male,23,65.4,59.17,8.59,3,76.8,59,JavaScript,67,Project Management,4,0,0,1,4.3,Web Development,Backend Developer,Yes,6.49
Isha Singh,R20230376,Male,22,71.84,62.05,7.14,0,80.7,51,Java,85,Critical Thinking,4,3,3,1,2.1,AI/ML,ML Engineer,Yes,10.6
Ishaan Bose,R20240377,Female,19,74.25,66.83,8.03,1,86.4,60,Python,68,Critical Thinking,9,6,0,2,3.6,AI/ML,ML Engineer,Yes,9.77
Diya Thakur,R20250378,Male,24,74.82,75.48,6.83,0,94.7,69,Java,44,Critical Thinking,6,2,0,2,2.0,Data Science,ML Engineer,Yes,8.71
Navya Sheikh,R20230379,Female,22,90.82,98.79,6.62,0,81.8,59,JavaScript,90,Problem-Solving,4,3,0,1,4.1,AI/ML,ML Engineer,Yes,10.4
Diya Jha,R20240380,Male,20,83.58,85.46,7.5,0,67.8,69,JavaScript,72,Project Management,3,5,2,1,4.2,AI/ML,ML Engineer,Yes,9.77
Navya Das,R20250381,Male,18,66.89,63.25,7.42,0,90.4,71,Java,57,Leadership,4,4,0,1,4.8,Cloud Computing,SRE,Yes,8.99
Diya Pathak,R20230382,Female,24,80.47,83.21,7.98,0,89.5,77,JavaScript,47,Project Management,4,4,2,2,2.6,Web Development,Web Developer,Yes,5.3
Krishna Nair,R20240383,Female,18,82.98,80.23,7.08,0,62.6,85,JavaScript,72,Communication,2,2,0,2,2.8,Cloud Computing,DevOps Engineer,Yes,9.48
Krishna Singh,R20250384,Female,18,89.4,85.23,5.2,1,82.0,65,Java,64,Critical Thinking,5,1,0,2,2.6,Mobile Development,Mobile QA,No,3.23
Vihaan Yadav,R20230385,Female,22,93.81,86.88,6.88,1,66.1,43,Python,90,Critical Thinking,9,3,0,3,2.8,Cybersecurity,Software Developer,Yes,7.21
Ananya Patel,R20240386,Female,24,67.85,57.34,8.35,0,75.4,58,Java,61,Leadership,2,1,1,7,2.3,Cybersecurity,Security Analyst,Yes,7.31
Navya Aggarwal,R20250387,Male,23,69.89,67.55,7.04,2,73.0,65,JavaScript,53,Communication,6,4,1,2,4.1,Web Development,Software Developer,Yes,6.06
Muhammad Yadav,R20230388,Male,21,65.42,66.37,7.1,0,90.1,35,C,79,Problem-Solving,6,4,0,4,1.9,AI/ML,Software Developer,Yes,7.78
Myra Reddy,R20240389,Female,21,75.66,75.08,8.58,1,83.2,86,Other,80,Project Management,5,3,0,3,2.6,Cybersecurity,SOC Engineer,Yes,6.39
Aarohi Sheikh,R20250390,Female,22,82.66,80.16,6.55,0,69.1,66,Python,69,Problem-Solving,10,4,1,4,3.0,AI/ML,Data Scientist,Yes,11.58
Meera Nair,R20230391,Other,22,87.87,82.2,5.55,1,90.8,70,Python,76,Communication,6,2,2,2,3.4,Data Science,ML Engineer,Yes,9.91
Vihaan Yadav,R20240392,Male,21,77.24,80.89,7.21,1,67.7,86,JavaScript,65,Leadership,4,4,1,2,1.4,Mobile Development,Software Developer,Yes,6.4
Ishaan Singh,R20250393,Male,21,74.8,66.9,6.82,0,85.3,54,Python,70,Communication,4,5,1,5,2.5,AI/ML,Data Scientist,Yes,10.09
Diya Aggarwal,R20230394,Female,20,79.52,84.18,6.24,0,73.9,73,Python,83,Leadership,3,0,0,1,2.8,Mobile Development,Android Developer,Yes,6.74
Ishaan Sharma,R20240395,Male,19,69.65,63.64,7.19,1,78.3,62,C,75,Problem-Solving,5,2,0,3,3.8,AI/ML,ML Engineer,Yes,10.3
Navya Kumar,R20250396,Female,20,98.9,94.39,7.99,0,87.0,61,Python,63,Problem-Solving,3,5,1,5,2.5,Cybersecurity,SOC Engineer,Yes,6.14
Krishna Verma,R20230397,Female,18,61.92,53.12,7.39,1,87.2,52,C,86,Communication,3,2,0,3,2.7,Cybersecurity,Security Analyst,Yes,6.9
Vivaan Chowdhury,R20240398,Male,20,79.85,76.84,7.77,1,95.4,91,Python,31,Communication,3,4,1,1,3.0,AI/ML,Data Scientist,Yes,11.18
Ishaan Kumar,R20250399,Female,19,98.24,100.0,9.58,1,81.2,58,Python,97,Critical Thinking,4,0,0,3,4.1,Web Development,Web Developer,Yes,5.53
Myra Patel,R20230400,Female,19,78.07,81.16,6.99,1,85.1,75,Other,40,Leadership,6,1,0,0,0.3,Web Development,Frontend Developer,Yes,4.8
Aarav Bose,R20240401,Male,21,76.1,81.97,7.73,0,77.6,34,Other,57,Critical Thinking,6,2,0,3,2.9,AI/ML,Data Scientist,Yes,10.19
Ishaan Thakur,R20250402,Female,23,74.43,77.56,6.79,0,83.8,83,C,65,Project Management,5,3,0,1,4.2,Cloud Computing,Software Developer,Yes,8.4
Myra Pathak,R20230403,Male,22,76.2,69.58,6.38,0,86.4,81,JavaScript,64,Project Management,7,6,0,1,1.8,AI/ML,Data Scientist,Yes,12.34
Ananya Aggarwal,R20240404,Female,18,91.73,89.75,6.7,0,81.0,66,C,81,Communication,5,5,1,1,1.9,Web Development,Backend Developer,Yes,5.58
Vivaan Reddy,R20250405,Male,19,55.88,51.2,6.83,1,64.0,60,C,50,Problem-Solving,2,3,0,4,4.3,Data Science,Software Developer,No,5.63
Myra Patel,R20230406,Female,22,93.33,100.0,7.83,1,85.3,70,C,70,Project Management,7,2,1,2,2.4,AI/ML,ML Engineer,Yes,10.57
Aditya Mishra,R20240407,Male,19,63.76,56.58,10.0,1,85.6,100,Other,57,Project Management,4,4,0,1,2.4,AI/ML,Software Developer,Yes,8.79
Myra Gupta,R20250408,Male,20,75.33,80.69,6.54,1,75.2,36,Other,70,Critical Thinking,2,1,1,2,3.1,Mobile Development,Android Developer,Yes,5.61
Aarohi Verma,R20230409,Female,21,73.71,79.07,6.9,1,69.2,77,Python,65,Critical Thinking,4,2,2,0,0.0,AI/ML,Software Developer,Yes,8.01
Arjun Kumar,R20240410,Male,19,83.89,94.87,7.32,1,96.8,49,C,67,Project Management,3,1,1,4,0.6,Data Science,Data Analyst,Yes,6.71
Aarohi Nair,R20250411,Male,21,62.02,59.56,7.87,0,86.9,64,Python,58,Communication,3,4,0,3,3.5,AI/ML,Software Developer,Yes,8.53
Aditya Singh,R20230412,Female,18,82.62,86.89,7.72,0,79.7,60,Java,58,Critical Thinking,5,1,0,3,2.5,Cybersecurity,Security Analyst,Yes,6.14
Vihaan Chowdhury,R20240413,Female,20,98.24,100.0,8.94,0,70.6,57,Java,70,Project Management,4,2,0,5,2.6,AI/ML,Data Analyst,Yes,8.65
Aadhya Khan,R20250414,Female,21,64.37,60.66,4.49,3,73.8,64,Python,80,Problem-Solving,3,1,0,3,2.0,Data Science,Data Analyst,No,4.06
Meera Khan,R20230415,Female,18,79.9,70.69,4.54,3,95.0,46,JavaScript,57,Critical Thinking,3,3,1,1,2.5,Data Science,Data Analyst,Yes,6.6
Sai Sheikh,R20240416,Male,21,71.38,60.1,6.8,0,83.4,80,Python,53,Project Management,3,1,0,3,4.2,Cybersecurity,SOC Engineer,Yes,7.18
Isha Pathak,R20250417,Male,20,82.26,86.54,8.72,2,76.5,35,Other,75,Leadership,2,4,1,1,3.0,Web Development,Frontend Developer,Yes,4.94
Sara Nair,R20230418,Male,21,78.19,66.89,5.52,1,87.1,73,Java,66,Critical Thinking,4,1,0,4,4.1,Web Development,Software Developer,Yes,5.18
Aarohi Jha,R20240419,Female,21,71.59,69.36,4.0,1,73.9,59,Python,78,Leadership,4,2,0,3,2.6,Web Development,Web Developer,No,3.97
Ishaan Bose,R20250420,Female,23,82.88,85.5,8.09,0,97.0,45,JavaScript,52,Critical Thinking,3,4,0,0,2.8,Mobile Development,Android Developer,Yes,5.76
Meera Verma,R20230421,Female,21,96.04,97.15,7.69,0,95.5,67,JavaScript,39,Critical Thinking,1,2,0,5,3.2,Web Development,Backend Developer,Yes,5.68
Meera Patel,R20240422,Female,20,76.09,78.64,6.09,0,77.3,39,Python,58,Leadership,3,3,1,3,3.4,Cybersecurity,Security Analyst,Yes,6.63
Muhammad Yadav,R20250423,Male,21,85.2,86.53,6.22,1,75.7,65,Python,55,Communication,4,2,0,3,1.8,AI/ML,Software Developer,Yes,8.07
Krishna Gupta,R20230424,Male,21,65.07,72.74,6.24,1,55.8,41,Other,65,Project Management,5,2,0,7,2.8,AI/ML,ML Engineer,Yes,9.43
Reyansh Singh,R20240425,Male,21,68.44,62.73,7.53,1,67.2,71,C,56,Communication,5,5,1,1,2.0,Cybersecurity,SOC Engineer,Yes,6.76
Reyansh Chowdhury,R20250426,Male,21,82.72,78.66,6.65,0,68.6,49,C,77,Communication,2,0,1,2,4.6,Data Science,Data Analyst,Yes,7.14
Aditya Aggarwal,R20230427,Male,19,92.84,88.2,7.99,0,83.4,57,Python,62,Project Management,2,3,2,2,0.7,Data Science,Data Analyst,Yes,7.09
Aarav Jha,R20240428,Female,20,81.56,86.54,4.0,3,78.7,69,JavaScript,68,Problem-Solving,3,2,2,4,3.5,Data Science,Data Scientist,No,6.62
Sara Khan,R20250429,Male,18,74.87,80.27,6.37,0,68.5,52,JavaScript,68,Communication,9,4,1,2,1.9,AI/ML,ML Engineer,Yes,9.9
Myra Nair,R20230430,Male,23,77.99,80.7,6.05,1,79.2,63,JavaScript,69,Communication,3,2,0,1,1.4,Mobile Development,Software Developer,Yes,6.83
Vivaan Singh,R20240431,Male,19,65.5,72.6,7.09,0,87.1,40,Java,66,Communication,9,1,1,2,2.4,Mobile Development,iOS Developer,Yes,6.19
Ishaan Nair,R20250432,Female,19,84.05,76.98,6.75,1,87.3,74,C,74,Problem-Solving,1,3,2,2,4.3,Cybersecurity,Network Engineer,Yes,6.93
Sara Gupta,R20230433,Female,19,86.82,96.82,8.36,0,63.0,92,Java,54,Critical Thinking,5,0,1,1,2.0,Cloud Computing,Software Developer,Yes,7.57
Sai Reddy,R20240434,Male,22,73.48,82.62,5.17,1,80.7,100,JavaScript,87,Leadership,4,3,0,1,0.6,Mobile Development,Android Developer,Yes,6.78
Aarohi Yadav,R20250435,Male,20,73.3,77.71,7.45,1,68.2,65,C,62,Leadership,5,5,0,2,1.7,Cybersecurity,Network Engineer,Yes,6.32
Aadhya Patel,R20230436,Female,22,80.66,91.35,8.07,0,91.0,77,C,46,Problem-Solving,7,2,2,3,2.9,Data Science,Data Analyst,Yes,8.18
Navya Singh,R20240437,Male,19,73.63,63.69,9.63,1,89.8,36,C,69,Communication,6,5,0,1,0.9,Data Science,Data Scientist,Yes,8.98
Arjun Reddy,R20250438,Female,21,77.34,74.19,6.82,0,73.0,88,Java,53,Leadership,2,3,0,3,3.7,Mobile Development,Mobile QA,Yes,5.41
Arjun Gupta,R20230439,Female,19,99.0,94.59,7.79,2,74.3,76,JavaScript,76,Problem-Solving,6,3,1,3,0.9,AI/ML,ML Engineer,Yes,11.04
Vivaan Aggarwal,R20240440,Male,24,75.53,79.86,5.24,2,77.4,56,Java,99,Project Management,5,0,0,1,2.2,Cloud Computing,Cloud Engineer,No,6.37
Ishaan Khan,R20250441,Male,19,74.42,68.12,4.53,1,59.5,84,Other,54,Leadership,5,3,0,3,3.8,Web Development,Frontend Developer,No,3.92
Aarohi Nair,R20230442,Other,21,71.52,76.06,8.41,1,85.4,60,C,71,Project Management,1,0,0,1,2.2,Web Development,Software Developer,Yes,5.11
Sara Patel,R20240443,Male,21,85.44,93.66,7.39,0,79.3,57,JavaScript,40,Communication,3,3,0,4,1.2,Data Science,Software Developer,Yes,6.9
Sara Nair,R20250444,Male,21,76.19,80.36,8.81,0,91.7,72,JavaScript,73,Leadership,6,4,0,1,2.7,Web Development,Backend Developer,Yes,6.63
Isha Reddy,R20230445,Female,20,71.51,73.21,5.75,1,71.0,47,Python,53,Problem-Solving,7,2,1,1,2.2,Cloud Computing,Cloud Engineer,No,5.34
Anika Chowdhury,R20240446,Female,20,91.21,85.28,8.02,1,75.8,80,Other,57,Critical Thinking,2,1,0,2,4.3,Web Development,Software Developer,Yes,5.49
Myra Pathak,R20250447,Other,21,92.2,87.12,9.64,1,66.9,47,Python,49,Leadership,7,0,0,1,3.8,AI/ML,Software Developer,Yes,7.54
Aditya Khan,R20230448,Female,20,72.0,79.5,7.9,0,72.0,47,JavaScript,77,Leadership,4,3,2,3,3.4,Web Development,Web Developer,Yes,5.93
Vivaan Jha,R20240449,Male,22,59.33,64.01,7.73,0,70.2,49,JavaScript,81,Leadership,3,1,0,2,2.8,Web Development,Web Developer,Yes,5.27
Ananya Khan,R20250450,Male,24,88.08,87.85,7.41,0,92.0,76,JavaScript,66,Leadership,7,4,1,2,2.5,Web Development,Software Developer,Yes,5.87
Krishna Sharma,R20230451,Female,20,71.15,68.64,5.51,1,75.0,54,Java,53,Problem-Solving,2,3,0,1,2.5,Mobile Development,Software Developer,No,3.65
Aditya Singh,R20240452,Male,18,85.91,73.76,9.03,3,83.2,42,C,90,Problem-Solving,5,2,0,0,0.7,Cybersecurity,Security Analyst,Yes,7.55
Aarohi Bose,R20250453,Male,20,58.3,51.87,6.67,1,78.2,54,Java,55,Critical Thinking,3,4,1,2,2.8,AI/ML,Software Developer,Yes,7.79
Aarav Reddy,R20230454,Female,24,86.93,98.4,8.01,0,69.3,63,Python,34,Problem-Solving,6,1,1,1,1.8,Cloud Computing,DevOps Engineer,Yes,7.44
Aarohi Verma,R20240455,Male,19,65.89,58.21,5.52,3,80.3,45,JavaScript,73,Problem-Solving,2,6,0,2,2.7,Mobile Development,Software Developer,No,4.07
Reyansh Thakur,R20250456,Male,23,85.31,86.45,5.98,1,88.0,46,JavaScript,49,Communication,2,4,0,4,2.9,Data Science,ML Engineer,No,6.16
Anika Pathak,R20230457,Male,23,78.14,84.18,9.12,0,69.9,98,JavaScript,81,Communication,4,1,0,3,2.2,Data Science,ML Engineer,Yes,10.3
Krishna Aggarwal,R20240458,Male,20,68.46,60.93,6.98,1,90.1,50,C,60,Project Management,2,2,1,0,3.9,Data Science,Data Analyst,Yes,6.57
Aarohi Jha,R20250459,Male,21,73.93,75.04,9.14,1,73.5,59,JavaScript,75,Critical Thinking,5,3,1,4,1.5,Web Development,Software Developer,Yes,5.36
Myra Gupta,R20230460,Male,23,84.86,90.49,7.31,0,77.2,58,Other,87,Communication,4,3,0,0,2.2,Web Development,Web Developer,Yes,5.44
Myra Roy,R20240461,Male,20,79.06,79.13,5.19,1,87.3,57,JavaScript,48,Critical Thinking,3,2,3,7,2.4,Data Science,Software Developer,Yes,6.13
Aadhya Das,R20250462,Female,20,83.84,100.0,8.47,0,75.4,74,C,58,Critical Thinking,3,2,0,0,4.2,Web Development,Web Developer,Yes,4.64
Ananya Patel,R20230463,Female,20,97.76,87.75,6.69,0,82.4,79,C,65,Leadership,6,1,0,2,2.8,Cloud Computing,SRE,Yes,9.31
Reyansh Das,R20240464,Female,19,62.36,68.71,8.24,3,78.9,59,C,89,Critical Thinking,4,4,0,4,2.8,Cloud Computing,DevOps Engineer,Yes,8.98
Aadhya Thakur,R20250465,Female,20,94.17,93.13,7.43,1,83.3,44,Java,56,Leadership,5,3,0,2,3.8,Web Development,Web Developer,Yes,4.93
Ishaan Mishra,R20230466,Male,19,79.04,83.67,5.55,2,58.2,84,Java,57,Project Management,3,2,1,3,2.2,Cloud Computing,Cloud Engineer,Yes,8.09
Navya Verma,R20240467,Male,21,69.01,71.66,7.6,0,63.7,62,Other,73,Project Management,7,0,1,4,3.9,Cybersecurity,Security Analyst,Yes,6.9
Sara Gupta,R20250468,Female,19,64.7,60.3,10.0,0,88.2,92,Python,57,Project Management,3,1,1,5,3.3,Data Science,Data Scientist,Yes,10.99
Ananya Reddy,R20230469,Male,21,76.11,77.48,7.99,0,92.4,28,Python,68,Leadership,3,3,0,2,4.3,Cybersecurity,SOC Engineer,Yes,5.81
Ananya Patel,R20240470,Female,18,87.22,76.07,7.33,0,72.9,67,Java,43,Leadership,3,2,1,3,2.3,Data Science,Data Analyst,Yes,6.8
Isha Sheikh,R20250471,Male,21,76.72,80.34,8.69,1,79.6,95,JavaScript,99,Project Management,5,1,1,4,2.4,Web Development,Web Developer,Yes,6.83
Aarav Chowdhury,R20230472,Female,22,93.11,94.9,7.65,0,84.9,58,Other,46,Leadership,3,1,2,4,3.0,AI/ML,ML Engineer,Yes,9.61
Sara Jha,R20240473,Male,18,63.49,67.32,7.65,0,88.9,60,JavaScript,61,Problem-Solving,3,0,1,3,2.7,Data Science,Data Analyst,Yes,7.34
Vivaan Yadav,R20250474,Female,21,77.88,84.23,6.09,0,61.7,69,Python,66,Problem-Solving,3,1,0,2,3.7,Web Development,Web Developer,Yes,5.66
Anika Roy,R20230475,Male,22,65.48,67.69,7.68,0,73.1,55,Java,95,Leadership,6,2,0,1,2.5,Data Science,Data Scientist,Yes,9.63
Meera Thakur,R20240476,Other,19,81.64,82.53,8.64,0,78.7,59,JavaScript,46,Leadership,7,0,0,2,1.5,Mobile Development,iOS Developer,Yes,5.53
Sara Verma,R20250477,Male,23,86.87,81.58,6.4,0,89.0,59,Python,96,Communication,4,3,0,2,4.4,Cybersecurity,SOC Engineer,Yes,6.4
Muhammad Reddy,R20230478,Male,21,73.79,69.52,9.11,0,100.0,54,Python,77,Communication,4,1,1,4,5.1,Cybersecurity,Security Analyst,Yes,6.57
Navya Kumar,R20240479,Female,19,51.96,59.08,7.29,2,79.7,84,C,72,Critical Thinking,1,0,1,0,0.9,Cybersecurity,Security Analyst,Yes,7.78
Ishaan Pathak,R20250480,Male,20,79.99,88.61,6.33,0,67.9,71,C,51,Critical Thinking,2,5,1,6,3.4,Cybersecurity,Network Engineer,Yes,6.4
Myra Patel,R20230481,Female,21,82.37,80.94,8.6,0,86.0,68,JavaScript,75,Critical Thinking,2,1,0,1,3.7,Web Development,Software Developer,Yes,5.49
Aarav Khan,R20240482,Female,21,82.04,82.32,7.06,1,95.2,77,C,55,Project Management,5,3,2,2,3.1,Mobile Development,iOS Developer,Yes,6.43
Sai Aggarwal,R20250483,Male,21,90.36,84.93,8.31,0,83.1,60,Python,85,Problem-Solving,5,1,3,1,4.7,Cloud Computing,Cloud Engineer,Yes,8.66
Ishaan Chowdhury,R20230484,Female,19,67.29,74.33,7.05,1,72.9,52,Python,51,Project Management,3,3,2,0,1.2,Web Development,Frontend Developer,Yes,4.36
Aarav Chowdhury,R20240485,Female,21,84.8,88.79,7.33,0,91.6,54,Java,64,Leadership,5,0,0,1,2.1,AI/ML,Software Developer,Yes,8.26
Aadhya Gupta,R20250486,Female,18,89.93,100.0,7.99,0,88.6,64,Python,58,Communication,7,4,0,1,2.9,AI/ML,Data Scientist,Yes,11.41
Sai Patel,R20230487,Male,20,60.21,54.94,7.75,3,71.7,47,Java,51,Leadership,5,3,1,1,3.9,Web Development,Software Developer,No,3.57
Sara Patel,R20240488,Male,19,81.2,78.93,5.01,1,85.8,56,C,77,Leadership,3,1,2,3,4.2,Web Development,Web Developer,Yes,4.61
Arjun Thakur,R20250489,Female,19,72.96,74.35,6.05,2,92.0,56,C,74,Communication,2,1,0,1,1.4,Web Development,Backend Developer,Yes,5.49
Ishaan Sheikh,R20230490,Female,22,77.18,81.06,8.52,1,93.8,98,Python,84,Leadership,4,1,0,5,0.7,Cloud Computing,SRE,Yes,10.0
Krishna Jha,R20240491,Male,22,81.48,80.19,7.24,0,81.3,20,Python,39,Critical Thinking,3,0,1,4,3.7,Web Development,Frontend Developer,No,3.09
Myra Thakur,R20250492,Female,21,73.13,67.89,6.77,1,78.4,61,Python,82,Communication,7,3,0,4,2.9,Data Science,ML Engineer,Yes,9.55
Sai Pathak,R20230493,Male,19,71.24,76.53,5.77,2,94.3,92,C,100,Leadership,1,3,0,1,3.0,Web Development,Frontend Developer,Yes,6.33
Navya Kumar,R20240494,Male,20,78.34,82.67,6.1,0,69.9,66,JavaScript,59,Critical Thinking,1,2,0,3,3.8,Cybersecurity,Network Engineer,Yes,6.58
Isha Yadav,R20250495,Male,22,67.13,61.63,4.97,3,86.4,76,Java,94,Critical Thinking,3,4,0,3,1.8,Mobile Development,Software Developer,Yes,6.39
